Kauan Maiettini,@Biss Charlie Damelio,2021-05-25 01:10:07,UCK6n5K5zd4rKYKMY__Uym6g,https://youtube.com/channel/UCK6n5K5zd4rKYKMY__Uym6g
Author,Message,Date,Channel ID,Channel
Biss,"Congrats, your current earnings are : $0.20. Type 'biss earnings' for more info @Person ",2021-05-25 01:10:26,UC5Hy_B9AmTjoM0_e7l_yOkA,https://youtube.com/channel/UC5Hy_B9AmTjoM0_e7l_yOkA
Author,Message,Date,Channel ID,Channel
Jose Sosa,"@Biss Septemeber 17, 2013",2021-05-25 03:19:04,UCXP_mjC32fRhhlNCJRKppow,https://youtube.com/channel/UCXP_mjC32fRhhlNCJRKppow
Author,Message,Date,Channel ID,Channel
Biss,"Congrats, your current earnings are : $0.75. Type 'biss earnings' for more info @Jose Sosa ",2021-05-25 03:21:00,UC5Hy_B9AmTjoM0_e7l_yOkA,https://youtube.com/channel/UC5Hy_B9AmTjoM0_e7l_yOkA
Author,Message,Date,Channel ID,Channel
Jose Sosa,@Biss Facebook,2021-05-25 03:21:56,UCXP_mjC32fRhhlNCJRKppow,https://youtube.com/channel/UCXP_mjC32fRhhlNCJRKppow
Author,Message,Date,Channel ID,Channel
Biss,"Congrats, your current earnings are : $1.30. Type 'biss earnings' for more info @Jose Sosa ",2021-05-25 03:22:34,UC5Hy_B9AmTjoM0_e7l_yOkA,https://youtube.com/channel/UC5Hy_B9AmTjoM0_e7l_yOkA
Author,Message,Date,Channel ID,Channel
Good Doggo,Biss oct 8,2021-05-25 03:23:51,UC9NqxEGy3To_CL1ZH3kv4dg,https://youtube.com/channel/UC9NqxEGy3To_CL1ZH3kv4dg
Person,@Biss 8,2021-05-25 03:23:52,UCn8GKeCvvqYy51DEjsteN3Q,https://youtube.com/channel/UCn8GKeCvvqYy51DEjsteN3Q
Jose Sosa,@Biss 8,2021-05-25 03:23:53,UCXP_mjC32fRhhlNCJRKppow,https://youtube.com/channel/UCXP_mjC32fRhhlNCJRKppow
FlowerBomb,Biss earnings?,2021-05-25 03:23:54,UCqPllBMMCGfVTDmdmLQwqbA,https://youtube.com/channel/UCqPllBMMCGfVTDmdmLQwqbA
Author,Message,Date,Channel ID,Channel
Biss,"Congrats, your current earnings are : $0.15. Type 'biss earnings' for more info @Good Doggo ",2021-05-25 03:24:03,UC5Hy_B9AmTjoM0_e7l_yOkA,https://youtube.com/channel/UC5Hy_B9AmTjoM0_e7l_yOkA
Author,Message,Date,Channel ID,Channel
FlowerBomb,@biss 8,2021-05-25 03:24:34,UCqPllBMMCGfVTDmdmLQwqbA,https://youtube.com/channel/UCqPllBMMCGfVTDmdmLQwqbA
Jose Sosa,biss earnings,2021-05-25 03:24:39,UCXP_mjC32fRhhlNCJRKppow,https://youtube.com/channel/UCXP_mjC32fRhhlNCJRKppow
Author,Message,Date,Channel ID,Channel
FlowerBomb,Biss oct 8,2021-05-25 03:24:57,UCqPllBMMCGfVTDmdmLQwqbA,https://youtube.com/channel/UCqPllBMMCGfVTDmdmLQwqbA
Biss,$1.30. you can add an XMR wallet for payout by saying 'biss update wallet' @Jose Sosa ,2021-05-25 03:25:06,UC5Hy_B9AmTjoM0_e7l_yOkA,https://youtube.com/channel/UC5Hy_B9AmTjoM0_e7l_yOkA
Author,Message,Date,Channel ID,Channel
FlowerBomb,Orange? @biss,2021-05-25 03:28:27,UCqPllBMMCGfVTDmdmLQwqbA,https://youtube.com/channel/UCqPllBMMCGfVTDmdmLQwqbA
Jose Sosa,@biss orang,2021-05-25 03:28:28,UCXP_mjC32fRhhlNCJRKppow,https://youtube.com/channel/UCXP_mjC32fRhhlNCJRKppow
FlowerBomb,@biss Orange,2021-05-25 03:28:47,UCqPllBMMCGfVTDmdmLQwqbA,https://youtube.com/channel/UCqPllBMMCGfVTDmdmLQwqbA
Author,Message,Date,Channel ID,Channel
Biss,"Congrats, your current earnings are : $0.50. Type 'biss earnings' for more info @FlowerBomb ",2021-05-25 03:29:11,UC5Hy_B9AmTjoM0_e7l_yOkA,https://youtube.com/channel/UC5Hy_B9AmTjoM0_e7l_yOkA
FlowerBomb,White @biss,2021-05-25 03:29:11,UCqPllBMMCGfVTDmdmLQwqbA,https://youtube.com/channel/UCqPllBMMCGfVTDmdmLQwqbA
Author,Message,Date,Channel ID,Channel
FlowerBomb,Biss earnings ,2021-05-25 03:29:30,UCqPllBMMCGfVTDmdmLQwqbA,https://youtube.com/channel/UCqPllBMMCGfVTDmdmLQwqbA
FlowerBomb,biss earnings ,2021-05-25 03:29:53,UCqPllBMMCGfVTDmdmLQwqbA,https://youtube.com/channel/UCqPllBMMCGfVTDmdmLQwqbA
Author,Message,Date,Channel ID,Channel
Biss,$0.50. you can add an XMR wallet for payout by saying 'biss update wallet' @FlowerBomb ,2021-05-25 03:30:04,UC5Hy_B9AmTjoM0_e7l_yOkA,https://youtube.com/channel/UC5Hy_B9AmTjoM0_e7l_yOkA
Biss,$0.50. you can add an XMR wallet for payout by saying 'biss update wallet' @FlowerBomb ,2021-05-25 03:30:12,UC5Hy_B9AmTjoM0_e7l_yOkA,https://youtube.com/channel/UC5Hy_B9AmTjoM0_e7l_yOkA
Author,Message,Date,Channel ID,Channel
Jose Sosa,@biss sundar,2021-05-25 03:31:59,UCXP_mjC32fRhhlNCJRKppow,https://youtube.com/channel/UCXP_mjC32fRhhlNCJRKppow
Author,Message,Date,Channel ID,Channel
Biss,"Congrats, your current earnings are : $1.99. Type 'biss earnings' for more info @Jose Sosa ",2021-05-25 03:32:31,UC5Hy_B9AmTjoM0_e7l_yOkA,https://youtube.com/channel/UC5Hy_B9AmTjoM0_e7l_yOkA
FlowerBomb,Pichai Sundararajan@biss,2021-05-25 03:32:39,UCqPllBMMCGfVTDmdmLQwqbA,https://youtube.com/channel/UCqPllBMMCGfVTDmdmLQwqbA
Author,Message,Date,Channel ID,Channel
Nolan McClellan,@Biss 56 weeks in a year if i'm right...,2021-05-25 03:34:16,UCK2oowwWcP2kh7EZhf_xzWQ,https://youtube.com/channel/UCK2oowwWcP2kh7EZhf_xzWQ
Jose Sosa,@Biss 52,2021-05-25 03:34:19,UCXP_mjC32fRhhlNCJRKppow,https://youtube.com/channel/UCXP_mjC32fRhhlNCJRKppow
Author,Message,Date,Channel ID,Channel
Biss,"Congrats, your current earnings are : $2.99. Type 'biss earnings' for more info @Jose Sosa ",2021-05-25 03:34:40,UC5Hy_B9AmTjoM0_e7l_yOkA,https://youtube.com/channel/UC5Hy_B9AmTjoM0_e7l_yOkA
FlowerBomb,52.143 @biss,2021-05-25 03:34:42,UCqPllBMMCGfVTDmdmLQwqbA,https://youtube.com/channel/UCqPllBMMCGfVTDmdmLQwqbA
